"행정구역(읍면동)별","2024"
"세대수","등록인구"
"한국인","외국인","계","계"
"계","계","조치원읍","20,510"
"42,723","40,859","1,864","한솔동","6,308"
"18,016","17,963","53","도담동","10,176"
"24,808","24,647","161","나성동","5,876"
"13,167","13,017","150","아름동","7,934"
"23,301","23,247","54","소담동","8,440"
"21,731","21,632","99","보람동","6,919"
"18,829","18,762","67",
